"x"
"Month","HBT","TotalOperations","TotalOperationsQF","TotalCancelled","TotalCancelledQF","CancelledByPatientReason","CancelledByPatientReasonQF","ClinicalReason","ClinicalReasonQF","NonClinicalCapacityReason","NonClinicalCapacityReasonQF","OtherReason","OtherReasonQF"
201505,"S08000015",1861,NA,178,NA,52,NA,70,NA,27,NA,29,NA
201505,"S08000016",457,NA,66,NA,11,NA,10,NA,45,NA,0,NA
201505,"S08000017",1433,NA,113,NA,33,NA,56,NA,15,NA,9,NA
201505,"S08000019",1250,NA,91,NA,40,NA,34,NA,10,NA,7,NA
201505,"S08000020",3310,NA,264,NA,110,NA,71,NA,76,NA,7,NA
201505,"S08000022",1546,NA,241,NA,94,NA,53,NA,94,NA,0,NA
201505,"S08000024",4695,NA,551,NA,254,NA,81,NA,27,NA,189,NA
201505,"S08000025",182,NA,40,NA,30,NA,3,NA,5,NA,2,NA
201505,"S08000026",163,NA,8,NA,5,NA,2,NA,1,NA,0,NA
201505,"S08000028",102,NA,12,NA,3,NA,3,NA,6,NA,0,NA
201505,"S08000029",1291,NA,103,NA,22,NA,57,NA,22,NA,2,NA
201505,"S08000030",2389,NA,265,NA,80,NA,107,NA,66,NA,12,NA
201505,"S08000031",6438,NA,483,NA,191,NA,223,NA,64,NA,5,NA
201505,"S08000032",2419,NA,223,NA,112,NA,76,NA,35,NA,0,NA
201505,"SB0801",1274,NA,57,NA,20,NA,7,NA,30,NA,0,NA
201506,"S08000015",2015,NA,205,NA,71,NA,83,NA,29,NA,22,NA
201506,"S08000016",511,NA,45,NA,15,NA,9,NA,20,NA,1,NA
201506,"S08000017",1674,NA,113,NA,36,NA,60,NA,10,NA,7,NA
201506,"S08000019",1190,NA,97,NA,46,NA,37,NA,8,NA,6,NA
201506,"S08000020",3405,NA,310,NA,135,NA,96,NA,62,NA,17,NA
201506,"S08000022",1604,NA,199,NA,90,NA,42,NA,67,NA,0,NA
201506,"S08000024",5632,NA,649,NA,329,NA,93,NA,26,NA,201,NA
201506,"S08000025",165,NA,11,NA,4,NA,0,NA,7,NA,0,NA
201506,"S08000026",154,NA,8,NA,3,NA,2,NA,3,NA,0,NA
201506,"S08000028",126,NA,15,NA,5,NA,6,NA,2,NA,2,NA
201506,"S08000029",1438,NA,133,NA,46,NA,51,NA,29,NA,7,NA
201506,"S08000030",2494,NA,253,NA,95,NA,84,NA,56,NA,18,NA
201506,"S08000031",6788,NA,483,NA,186,NA,237,NA,54,NA,6,NA
201506,"S08000032",2486,NA,207,NA,109,NA,62,NA,36,NA,0,NA
201506,"SB0801",1259,NA,72,NA,24,NA,8,NA,40,NA,0,NA
201507,"S08000015",2081,NA,208,NA,70,NA,89,NA,17,NA,32,NA
201507,"S08000016",468,NA,33,NA,7,NA,8,NA,18,NA,0,NA
201507,"S08000017",1680,NA,151,NA,49,NA,64,NA,26,NA,12,NA
201507,"S08000019",1081,NA,94,NA,40,NA,26,NA,19,NA,9,NA
201507,"S08000020",3121,NA,315,NA,149,NA,84,NA,48,NA,34,NA
201507,"S08000022",1582,NA,192,NA,94,NA,56,NA,42,NA,0,NA
201507,"S08000024",4477,NA,587,NA,274,NA,114,NA,54,NA,145,NA
201507,"S08000025",168,NA,15,NA,3,NA,4,NA,8,NA,0,NA
201507,"S08000026",166,NA,20,NA,7,NA,4,NA,9,NA,0,NA
201507,"S08000028",117,NA,10,NA,4,NA,4,NA,1,NA,1,NA
201507,"S08000029",1291,NA,90,NA,37,NA,40,NA,13,NA,0,NA
201507,"S08000030",2062,NA,196,NA,55,NA,75,NA,57,NA,9,NA
201507,"S08000031",5780,NA,419,NA,159,NA,207,NA,47,NA,6,NA
201507,"S08000032",2302,NA,224,NA,113,NA,63,NA,48,NA,0,NA
201507,"SB0801",1349,NA,88,NA,22,NA,16,NA,50,NA,0,NA
201508,"S08000015",1922,NA,193,NA,74,NA,62,NA,26,NA,31,NA
201508,"S08000016",469,NA,57,NA,8,NA,12,NA,36,NA,1,NA
201508,"S08000017",1657,NA,136,NA,49,NA,70,NA,6,NA,11,NA
201508,"S08000019",1154,NA,87,NA,40,NA,27,NA,12,NA,8,NA
201508,"S08000020",3138,NA,269,NA,125,NA,76,NA,60,NA,8,NA
201508,"S08000022",1409,NA,212,NA,100,NA,48,NA,64,NA,0,NA
201508,"S08000024",5046,NA,517,NA,261,NA,152,NA,65,NA,39,NA
201508,"S08000025",182,NA,11,NA,1,NA,1,NA,6,NA,3,NA
201508,"S08000026",172,NA,11,NA,5,NA,6,NA,0,NA,0,NA
201508,"S08000028",113,NA,8,NA,3,NA,3,NA,2,NA,0,NA
201508,"S08000029",1149,NA,89,NA,22,NA,42,NA,8,NA,17,NA
201508,"S08000030",2461,NA,252,NA,74,NA,89,NA,68,NA,21,NA
201508,"S08000031",6285,NA,484,NA,180,NA,246,NA,50,NA,8,NA
201508,"S08000032",2465,NA,214,NA,114,NA,68,NA,32,NA,0,NA
201508,"SB0801",1326,NA,90,NA,24,NA,10,NA,56,NA,0,NA
201509,"S08000015",1976,NA,196,NA,70,NA,78,NA,24,NA,24,NA
201509,"S08000016",550,NA,46,NA,18,NA,12,NA,16,NA,0,NA
201509,"S08000017",1659,NA,142,NA,57,NA,59,NA,19,NA,7,NA
201509,"S08000019",1152,NA,115,NA,35,NA,51,NA,12,NA,17,NA
201509,"S08000020",3319,NA,268,NA,105,NA,90,NA,50,NA,23,NA
201509,"S08000022",1648,NA,216,NA,110,NA,63,NA,43,NA,0,NA
201509,"S08000024",5357,NA,600,NA,280,NA,167,NA,84,NA,69,NA
201509,"S08000025",162,NA,13,NA,9,NA,1,NA,3,NA,0,NA
201509,"S08000026",170,NA,7,NA,6,NA,1,NA,0,NA,0,NA
201509,"S08000028",135,NA,13,NA,4,NA,6,NA,3,NA,0,NA
201509,"S08000029",1436,NA,89,NA,26,NA,43,NA,19,NA,1,NA
201509,"S08000030",2610,NA,253,NA,71,NA,88,NA,74,NA,20,NA
201509,"S08000031",7014,NA,556,NA,200,NA,245,NA,100,NA,11,NA
201509,"S08000032",2414,NA,222,NA,106,NA,86,NA,30,NA,0,NA
201509,"SB0801",1336,NA,93,NA,25,NA,10,NA,58,NA,0,NA
201510,"S08000015",2051,NA,215,NA,76,NA,89,NA,25,NA,25,NA
201510,"S08000016",510,NA,46,NA,10,NA,12,NA,24,NA,0,NA
201510,"S08000017",1667,NA,153,NA,41,NA,83,NA,14,NA,15,NA
201510,"S08000019",1058,NA,113,NA,34,NA,47,NA,23,NA,9,NA
201510,"S08000020",3229,NA,242,NA,99,NA,80,NA,48,NA,15,NA
201510,"S08000022",1502,NA,227,NA,107,NA,57,NA,63,NA,0,NA
201510,"S08000024",5438,NA,640,NA,304,NA,144,NA,91,NA,101,NA
201510,"S08000025",247,NA,30,NA,5,NA,9,NA,11,NA,5,NA
201510,"S08000026",148,NA,8,NA,3,NA,3,NA,2,NA,0,NA
201510,"S08000028",114,NA,11,NA,4,NA,1,NA,4,NA,2,NA
201510,"S08000029",1335,NA,105,NA,38,NA,46,NA,18,NA,3,NA
201510,"S08000030",2393,NA,225,NA,72,NA,89,NA,50,NA,14,NA
201510,"S08000031",7859,NA,738,NA,288,NA,322,NA,122,NA,6,NA
201510,"S08000032",2523,NA,213,NA,88,NA,84,NA,41,NA,0,NA
201510,"SB0801",1413,NA,84,NA,29,NA,9,NA,46,NA,0,NA
201511,"S08000015",2126,NA,222,NA,73,NA,88,NA,37,NA,24,NA
201511,"S08000016",485,NA,37,NA,11,NA,10,NA,16,NA,0,NA
201511,"S08000017",1511,NA,115,NA,25,NA,62,NA,12,NA,16,NA
201511,"S08000019",1170,NA,101,NA,33,NA,42,NA,21,NA,5,NA
201511,"S08000020",3345,NA,269,NA,111,NA,81,NA,64,NA,13,NA
201511,"S08000022",1404,NA,166,NA,85,NA,46,NA,34,NA,1,NA
201511,"S08000024",5701,NA,749,NA,395,NA,185,NA,102,NA,67,NA
201511,"S08000025",206,NA,18,NA,6,NA,7,NA,3,NA,2,NA
201511,"S08000026",160,NA,4,NA,3,NA,1,NA,0,NA,0,NA
201511,"S08000028",118,NA,8,NA,0,NA,5,NA,3,NA,0,NA
201511,"S08000029",1488,NA,113,NA,41,NA,54,NA,18,NA,0,NA
201511,"S08000030",2368,NA,245,NA,69,NA,101,NA,67,NA,8,NA
201511,"S08000031",7744,NA,699,NA,270,NA,297,NA,115,NA,17,NA
201511,"S08000032",2503,NA,236,NA,107,NA,74,NA,55,NA,0,NA
201511,"SB0801",1410,NA,80,NA,36,NA,9,NA,35,NA,0,NA
201512,"S08000015",1913,NA,214,NA,92,NA,71,NA,22,NA,29,NA
201512,"S08000016",363,NA,34,NA,9,NA,8,NA,17,NA,0,NA
201512,"S08000017",1552,NA,121,NA,35,NA,63,NA,14,NA,9,NA
201512,"S08000019",1035,NA,96,NA,35,NA,48,NA,12,NA,1,NA
201512,"S08000020",3018,NA,236,NA,104,NA,68,NA,56,NA,8,NA
201512,"S08000022",1311,NA,178,NA,71,NA,37,NA,69,NA,1,NA
201512,"S08000024",5349,NA,688,NA,347,NA,181,NA,121,NA,39,NA
201512,"S08000025",199,NA,17,NA,8,NA,8,NA,0,NA,1,NA
201512,"S08000026",143,NA,7,NA,3,NA,2,NA,2,NA,0,NA
201512,"S08000028",100,NA,5,NA,0,NA,4,NA,0,NA,1,NA
201512,"S08000029",1367,NA,84,NA,27,NA,36,NA,17,NA,4,NA
201512,"S08000030",2380,NA,263,NA,83,NA,79,NA,87,NA,14,NA
201512,"S08000031",7150,NA,661,NA,271,NA,286,NA,83,NA,21,NA
201512,"S08000032",2494,NA,227,NA,97,NA,64,NA,66,NA,0,NA
201512,"SB0801",1332,NA,90,NA,29,NA,8,NA,53,NA,0,NA
201601,"S08000015",1972,NA,177,NA,67,NA,72,NA,28,NA,10,NA
201601,"S08000016",437,NA,53,NA,19,NA,15,NA,18,NA,1,NA
201601,"S08000017",1410,NA,164,NA,54,NA,59,NA,37,NA,14,NA
201601,"S08000019",999,NA,104,NA,36,NA,44,NA,22,NA,2,NA
201601,"S08000020",3060,NA,340,NA,118,NA,76,NA,139,NA,7,NA
201601,"S08000022",1304,NA,206,NA,71,NA,58,NA,75,NA,2,NA
201601,"S08000024",4835,NA,645,NA,314,NA,143,NA,149,NA,39,NA
201601,"S08000025",152,NA,15,NA,9,NA,3,NA,0,NA,3,NA
201601,"S08000026",151,NA,11,NA,9,NA,1,NA,1,NA,0,NA
201601,"S08000028",110,NA,14,NA,6,NA,6,NA,0,NA,2,NA
201601,"S08000029",1405,NA,138,NA,42,NA,61,NA,32,NA,3,NA
201601,"S08000030",2311,NA,302,NA,77,NA,80,NA,126,NA,19,NA
201601,"S08000031",6770,NA,686,NA,244,NA,294,NA,124,NA,24,NA
201601,"S08000032",2500,NA,266,NA,106,NA,80,NA,80,NA,0,NA
201601,"SB0801",1330,NA,76,NA,26,NA,13,NA,37,NA,0,NA
201602,"S08000015",2090,NA,234,NA,90,NA,85,NA,31,NA,28,NA
201602,"S08000016",470,NA,56,NA,11,NA,9,NA,35,NA,1,NA
201602,"S08000017",1575,NA,140,NA,49,NA,57,NA,27,NA,7,NA
201602,"S08000019",1160,NA,100,NA,46,NA,37,NA,17,NA,0,NA
201602,"S08000020",3312,NA,335,NA,134,NA,91,NA,102,NA,8,NA
201602,"S08000022",1230,NA,190,NA,71,NA,58,NA,60,NA,1,NA
201602,"S08000024",5457,NA,735,NA,337,NA,196,NA,139,NA,63,NA
201602,"S08000025",205,NA,18,NA,8,NA,1,NA,9,NA,0,NA
201602,"S08000026",145,NA,8,NA,5,NA,0,NA,3,NA,0,NA
201602,"S08000028",132,NA,13,NA,6,NA,4,NA,2,NA,1,NA
201602,"S08000029",1522,NA,98,NA,33,NA,43,NA,18,NA,4,NA
201602,"S08000030",2595,NA,272,NA,79,NA,78,NA,99,NA,16,NA
201602,"S08000031",7374,NA,694,NA,246,NA,309,NA,126,NA,13,NA
201602,"S08000032",2466,NA,247,NA,88,NA,105,NA,54,NA,0,NA
201602,"SB0801",1444,NA,85,NA,31,NA,14,NA,40,NA,0,NA
201603,"S08000015",2122,NA,212,NA,75,NA,75,NA,31,NA,31,NA
201603,"S08000016",531,NA,45,NA,12,NA,11,NA,22,NA,0,NA
201603,"S08000017",1572,NA,160,NA,53,NA,57,NA,45,NA,5,NA
201603,"S08000019",1135,NA,96,NA,31,NA,46,NA,15,NA,4,NA
201603,"S08000020",3566,NA,330,NA,148,NA,86,NA,86,NA,10,NA
201603,"S08000022",1174,NA,138,NA,61,NA,39,NA,38,NA,0,NA
201603,"S08000024",5605,NA,740,NA,390,NA,177,NA,113,NA,60,NA
201603,"S08000025",237,NA,22,NA,6,NA,6,NA,10,NA,0,NA
201603,"S08000026",164,NA,7,NA,5,NA,2,NA,0,NA,0,NA
201603,"S08000028",108,NA,26,NA,5,NA,7,NA,13,NA,1,NA
201603,"S08000029",1552,NA,125,NA,40,NA,45,NA,38,NA,2,NA
201603,"S08000030",2823,NA,305,NA,84,NA,110,NA,99,NA,12,NA
201603,"S08000031",7490,NA,724,NA,279,NA,296,NA,133,NA,16,NA
201603,"S08000032",2542,NA,228,NA,100,NA,89,NA,39,NA,0,NA
201603,"SB0801",1492,NA,74,NA,21,NA,3,NA,50,NA,0,NA
201604,"S08000015",2066,NA,191,NA,75,NA,71,NA,26,NA,19,NA
201604,"S08000016",427,NA,43,NA,7,NA,14,NA,22,NA,0,NA
201604,"S08000017",1521,NA,127,NA,43,NA,54,NA,22,NA,8,NA
201604,"S08000019",1049,NA,96,NA,39,NA,26,NA,28,NA,3,NA
201604,"S08000020",3203,NA,267,NA,119,NA,90,NA,36,NA,22,NA
201604,"S08000022",1143,NA,125,NA,69,NA,36,NA,20,NA,0,NA
201604,"S08000024",5168,NA,628,NA,310,NA,182,NA,87,NA,49,NA
201604,"S08000025",211,NA,22,NA,3,NA,3,NA,16,NA,0,NA
201604,"S08000026",185,NA,12,NA,5,NA,5,NA,2,NA,0,NA
201604,"S08000028",118,NA,4,NA,0,NA,4,NA,0,NA,0,NA
201604,"S08000029",1416,NA,87,NA,33,NA,39,NA,15,NA,0,NA
201604,"S08000030",2197,NA,243,NA,76,NA,79,NA,74,NA,14,NA
201604,"S08000031",7020,NA,607,NA,219,NA,291,NA,83,NA,14,NA
201604,"S08000032",2628,NA,302,NA,152,NA,104,NA,46,NA,0,NA
201604,"SB0801",1402,NA,53,NA,14,NA,11,NA,28,NA,0,NA
201605,"S08000015",2072,NA,181,NA,64,NA,67,NA,17,NA,33,NA
201605,"S08000016",527,NA,69,NA,10,NA,17,NA,42,NA,0,NA
201605,"S08000017",1669,NA,154,NA,59,NA,61,NA,26,NA,8,NA
201605,"S08000019",1103,NA,104,NA,29,NA,43,NA,29,NA,3,NA
201605,"S08000020",3367,NA,281,NA,142,NA,90,NA,37,NA,12,NA
201605,"S08000022",1201,NA,151,NA,58,NA,37,NA,56,NA,0,NA
201605,"S08000024",5323,NA,606,NA,282,NA,179,NA,88,NA,57,NA
201605,"S08000025",229,NA,25,NA,9,NA,4,NA,12,NA,0,NA
201605,"S08000026",180,NA,7,NA,6,NA,1,NA,0,NA,0,NA
201605,"S08000028",119,NA,8,NA,4,NA,4,NA,0,NA,0,NA
201605,"S08000029",1549,NA,111,NA,27,NA,34,NA,50,NA,0,NA
201605,"S08000030",2395,NA,257,NA,85,NA,87,NA,76,NA,9,NA
201605,"S08000031",7014,NA,611,NA,236,NA,246,NA,117,NA,12,NA
201605,"S08000032",2635,NA,212,NA,77,NA,107,NA,28,NA,0,NA
201605,"SB0801",1541,NA,72,NA,26,NA,12,NA,34,NA,0,NA
201606,"S08000015",2180,NA,203,NA,72,NA,73,NA,31,NA,27,NA
201606,"S08000016",501,NA,38,NA,11,NA,9,NA,18,NA,0,NA
201606,"S08000017",1773,NA,181,NA,34,NA,82,NA,43,NA,22,NA
201606,"S08000019",1095,NA,80,NA,33,NA,38,NA,8,NA,1,NA
201606,"S08000020",3349,NA,275,NA,124,NA,85,NA,54,NA,12,NA
201606,"S08000022",1172,NA,155,NA,69,NA,45,NA,41,NA,0,NA
201606,"S08000024",5780,NA,692,NA,320,NA,181,NA,107,NA,84,NA
201606,"S08000025",224,NA,22,NA,8,NA,5,NA,9,NA,0,NA
201606,"S08000026",161,NA,7,NA,6,NA,1,NA,0,NA,0,NA
201606,"S08000028",122,NA,13,NA,4,NA,8,NA,1,NA,0,NA
201606,"S08000029",1506,NA,99,NA,28,NA,40,NA,31,NA,0,NA
201606,"S08000030",2475,NA,297,NA,108,NA,104,NA,70,NA,15,NA
201606,"S08000031",7416,NA,632,NA,244,NA,284,NA,97,NA,7,NA
201606,"S08000032",2493,NA,238,NA,108,NA,77,NA,53,NA,0,NA
201606,"SB0801",1538,NA,72,NA,25,NA,5,NA,42,NA,0,NA
201607,"S08000015",1948,NA,192,NA,76,NA,79,NA,21,NA,16,NA
201607,"S08000016",359,NA,34,NA,13,NA,11,NA,10,NA,0,NA
201607,"S08000017",1552,NA,143,NA,64,NA,48,NA,20,NA,11,NA
201607,"S08000019",891,NA,79,NA,31,NA,23,NA,23,NA,2,NA
201607,"S08000020",2709,NA,240,NA,107,NA,63,NA,60,NA,10,NA
201607,"S08000022",987,NA,115,NA,58,NA,32,NA,25,NA,0,NA
201607,"S08000024",4773,NA,451,NA,228,NA,132,NA,43,NA,48,NA
201607,"S08000025",188,NA,10,NA,0,NA,3,NA,7,NA,0,NA
201607,"S08000026",153,NA,10,NA,6,NA,4,NA,0,NA,0,NA
201607,"S08000028",96,NA,9,NA,3,NA,3,NA,1,NA,2,NA
201607,"S08000029",1168,NA,83,NA,31,NA,38,NA,14,NA,0,NA
201607,"S08000030",1916,NA,213,NA,68,NA,64,NA,69,NA,12,NA
201607,"S08000031",5845,NA,483,NA,204,NA,206,NA,67,NA,6,NA
201607,"S08000032",2030,NA,178,NA,83,NA,60,NA,35,NA,0,NA
201607,"SB0801",1403,NA,78,NA,11,NA,9,NA,58,NA,0,NA
201608,"S08000015",1998,NA,173,NA,73,NA,70,NA,18,NA,12,NA
201608,"S08000016",471,NA,50,NA,9,NA,10,NA,30,NA,1,NA
201608,"S08000017",1636,NA,145,NA,52,NA,52,NA,23,NA,18,NA
201608,"S08000019",1213,NA,118,NA,43,NA,43,NA,32,NA,0,NA
201608,"S08000020",3260,NA,271,NA,125,NA,80,NA,59,NA,7,NA
201608,"S08000022",1199,NA,182,NA,46,NA,33,NA,103,NA,0,NA
201608,"S08000024",5472,NA,527,NA,259,NA,159,NA,78,NA,31,NA
201608,"S08000025",197,NA,13,NA,4,NA,5,NA,3,NA,1,NA
201608,"S08000026",200,NA,12,NA,2,NA,2,NA,8,NA,0,NA
201608,"S08000028",128,NA,16,NA,3,NA,8,NA,4,NA,1,NA
201608,"S08000029",1476,NA,116,NA,34,NA,43,NA,39,NA,0,NA
201608,"S08000030",2531,NA,270,NA,99,NA,96,NA,60,NA,15,NA
201608,"S08000031",7247,NA,654,NA,232,NA,284,NA,112,NA,26,NA
201608,"S08000032",2574,NA,246,NA,112,NA,89,NA,45,NA,0,NA
201608,"SB0801",1613,NA,86,NA,27,NA,11,NA,48,NA,0,NA
201609,"S08000015",1861,NA,201,NA,73,NA,76,NA,31,NA,21,NA
201609,"S08000016",413,NA,34,NA,11,NA,12,NA,11,NA,0,NA
201609,"S08000017",1629,NA,126,NA,50,NA,48,NA,16,NA,12,NA
201609,"S08000019",1108,NA,97,NA,36,NA,33,NA,28,NA,0,NA
201609,"S08000020",3204,NA,265,NA,99,NA,74,NA,79,NA,13,NA
201609,"S08000022",1212,NA,183,NA,88,NA,37,NA,57,NA,1,NA
201609,"S08000024",4956,NA,483,NA,223,NA,129,NA,99,NA,32,NA
201609,"S08000025",228,NA,11,NA,5,NA,2,NA,1,NA,3,NA
201609,"S08000026",162,NA,10,NA,7,NA,3,NA,0,NA,0,NA
201609,"S08000028",115,NA,8,NA,2,NA,2,NA,3,NA,1,NA
201609,"S08000029",1403,NA,91,NA,34,NA,34,NA,17,NA,6,NA
201609,"S08000030",2351,NA,250,NA,109,NA,71,NA,60,NA,10,NA
201609,"S08000031",7030,NA,633,NA,223,NA,289,NA,91,NA,30,NA
201609,"S08000032",2491,NA,270,NA,103,NA,85,NA,82,NA,0,NA
201609,"SB0801",1411,NA,80,NA,26,NA,11,NA,43,NA,0,NA
201610,"S08000015",1950,NA,193,NA,76,NA,59,NA,40,NA,18,NA
201610,"S08000016",465,NA,38,NA,14,NA,8,NA,16,NA,0,NA
201610,"S08000017",1479,NA,119,NA,25,NA,64,NA,17,NA,13,NA
201610,"S08000019",1071,NA,118,NA,49,NA,43,NA,26,NA,0,NA
201610,"S08000020",2981,NA,263,NA,94,NA,73,NA,83,NA,13,NA
201610,"S08000022",1151,NA,153,NA,65,NA,45,NA,43,NA,0,NA
201610,"S08000024",4814,NA,538,NA,203,NA,210,NA,87,NA,38,NA
201610,"S08000025",182,NA,10,NA,6,NA,2,NA,0,NA,2,NA
201610,"S08000026",132,NA,11,NA,6,NA,3,NA,2,NA,0,NA
201610,"S08000028",116,NA,9,NA,1,NA,5,NA,2,NA,1,NA
201610,"S08000029",1677,NA,95,NA,25,NA,42,NA,21,NA,7,NA
201610,"S08000030",2198,NA,236,NA,82,NA,69,NA,71,NA,14,NA
201610,"S08000031",7030,NA,616,NA,223,NA,252,NA,111,NA,30,NA
201610,"S08000032",2577,NA,217,NA,111,NA,72,NA,34,NA,0,NA
201610,"SB0801",1475,NA,103,NA,31,NA,11,NA,61,NA,0,NA
201611,"S08000015",2207,NA,213,NA,81,NA,82,NA,25,NA,25,NA
201611,"S08000016",450,NA,44,NA,13,NA,20,NA,10,NA,1,NA
201611,"S08000017",1561,NA,119,NA,32,NA,65,NA,12,NA,10,NA
201611,"S08000019",1205,NA,100,NA,34,NA,39,NA,27,NA,0,NA
201611,"S08000020",3287,NA,261,NA,92,NA,70,NA,96,NA,3,NA
201611,"S08000022",1319,NA,173,NA,61,NA,56,NA,56,NA,0,NA
201611,"S08000024",5456,NA,582,NA,280,NA,195,NA,91,NA,16,NA
201611,"S08000025",207,NA,15,NA,6,NA,2,NA,3,NA,4,NA
201611,"S08000026",196,NA,18,NA,8,NA,4,NA,6,NA,0,NA
201611,"S08000028",120,NA,4,NA,3,NA,1,NA,0,NA,0,NA
201611,"S08000029",1445,NA,134,NA,30,NA,57,NA,47,NA,0,NA
201611,"S08000030",2605,NA,261,NA,88,NA,84,NA,70,NA,19,NA
201611,"S08000031",7572,NA,656,NA,222,NA,291,NA,113,NA,30,NA
201611,"S08000032",2578,NA,193,NA,86,NA,71,NA,36,NA,0,NA
201611,"SB0801",1522,NA,98,NA,19,NA,6,NA,73,NA,0,NA
201612,"S08000015",1868,NA,172,NA,62,NA,70,NA,24,NA,16,NA
